,Unnamed: 0,image_A_url,image_B_url,image_C_url,target,utterance,utterance_post
48,48,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/2cc1ea376c68da216502fbbc8833905/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/e507bc77c03a1b3afcb8d8c6d4df8143/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/ef4478daba21f2d49244b68aadec703/image_p020_t337_r005.png,"[0, 0, 1]",Dark shade with coil looking design. Looks like a string is around the post.,dark shade with coil looking design looks like a string is around the post
49,49,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/36943f6afca6cbf518134b529d13e79a/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/994f375a5f371743b5fd9907631a04b7/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/ef45c648fe3b0dde8449e0b8dd14796b/image_p020_t337_r005.png,"[0, 0, 1]",Lamp with thick pedestal and roundish shade.,lamp with thick pedestal and roundish shade
50,50,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/3bd2db092bede98957e3b0a0099797c/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/4bb0f244d4abe00b44949d7685cb63ea/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/a0812cee3fff72103ca265f557f5dc3e/image_p020_t337_r005.png,"[0, 0, 1]",A tall lamp with a small shade on top,a tall lamp with a small shade on top
51,51,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/1fcefc2c2ff00dd6c7c291dc7d41000c/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/2da9d9bea10d936e23c0d2e0152e91b5/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/33e210ccfa79a0ed581fd19c35a5c8c/image_p020_t337_r005.png,"[0, 0, 1]",floor lamp with three poles extending from a flat bottom,floor lamp with three poles extending from a flat bottom
52,52,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/28b50bd5aaee8c4e7384352a7758c897/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/cdb065e1726769ca8cd36201f5f879e6/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/f9bed8743eba72439a4cbf5d3b79df06/image_p020_t337_r005.png,"[0, 0, 1]",Lamp with a tappered rod with a lampshade that has a large circular opening on top,lamp with a tappered rod with a lampshade that has a large circular opening on top
53,53,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/25f1a1563f38912250f0b0248b30425/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/7603ca578be87f24b48d582908a164ed/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/1112f253e122dc8273111597f45b8227/image_p020_t337_r005.png,"[0, 0, 1]",A short lamp with a wide shade,a short lamp with a wide shade
54,54,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/42fa87cd27edca9efcb8d8c6d4df8143/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/b074f648cc99aca6fcb8d8c6d4df8143/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/a1a8616e38e5f684fcb8d8c6d4df8143/image_p020_t337_r005.png,"[0, 0, 1]","Half dome, flat back",half dome flat back
55,55,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/1f80e265e6a038ad9c5c74ff620f967b/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/9a447967a9fb5938bb3deb7fab7c9b7/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/cd0f2eaac6719a3ddb039d8689a74349/image_p020_t337_r005.png,"[0, 0, 1]",Desk lap with square pyramid shade,desk lap with square pyramid shade
56,56,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/32bf66766c1f33983466f97f37dccbde/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/f842fd7369833b91b7e3a72c32cb38c/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/3f22e6719decb1bb3a9ec79b9c5da99b/image_p020_t337_r005.png,"[0, 0, 1]",desk lamp with a lampshade that has six sides,desk lamp with a lampshade that has six sides
57,57,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/39af776c1435a3374b59758e9336ca87/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/5b744ac897fe8bc557f40ff86fe708ff/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/3dda46a537bc16e689ab11a408196888/image_p020_t337_r005.png,"[0, 0, 1]","unique, non-repeating base pattern",unique nonrepeating base pattern
58,58,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/2967944ae64112c11952fef39dab6347/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/cf3407cf42643d3184cd259bd328e92a/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/a3ff2bc2ac65bf093aa7852a81a014bb/image_p020_t337_r005.png,"[0, 0, 1]",three head lights,three head lights
59,59,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/1d89da4ac1538ada9c949ae6274aa016/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/71c9e25ec4fe08cbf7454c09d6230a4d/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/817c0b1b85437923e7321f25048c6142/image_p020_t337_r005.png,"[0, 0, 1]",has  two lamps,has  two lamps
60,60,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/380a312c4eede2eb72ce68571bfc4bb2/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/967b6aa33d17c109e81edb73cdd34eeb/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/3bc8edd5ab3a2ddafcb8d8c6d4df8143/image_p020_t337_r005.png,"[0, 0, 1]",The one with a short skirt around the middle.,the one with a short skirt around the middle
61,61,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/ca6c2a23c86be64e2b93fb2743876c57/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/f7b3550d5e59934595bea7c29e873d16/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/2e18c1bd23e4d89dbb6d3a4b6666d91/image_p020_t337_r005.png,"[0, 0, 1]","The one with a flat disk bottom, a thin stem in the middle and a large round top.",the one with a flat disk bottom a thin stem in the middle and a large round top
62,62,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/19acda4f74d91d908351668cf609c7df/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/e4d3e153ce7f9904e76bc197b3a3ffc0/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/97b7d9aabe38f91df11c97be803c47d/image_p020_t337_r005.png,"[0, 0, 1]",porch light,porch light
63,63,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/377df6e7a3d84edfa123ce0dff5bf4e6/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/87254ebbd9e57bb84dd6c3274cd9823/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/d42435906e79e4131de8e551fc6cf2b0/image_p020_t337_r005.png,"[0, 0, 1]",ball on middle of pole,ball on middle of pole
64,64,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/39439a41656f7d50d42b9650f19dd425/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/bf4b1a3597373ac0664b3b9b23ddfcbc/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/20c399f42ea5e6ee748af47e1b2121e7/image_p020_t337_r005.png,"[0, 0, 1]",the cord has a loop in it,the cord has a loop in it
65,65,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/bd2dea41f32e4562ce11183544874734/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/f4e1a4032b1686cec35131da26f8061a/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/28210d460a79e323322123314d92e1d/image_p020_t337_r005.png,"[0, 0, 1]",It has pleats and is round with legs that intersect each other.,it has pleats and is round with legs that intersect each other
66,66,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/15fc5a4a342c00525412c66cb6f267da/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/1d2c2f3f398fe0ede6597d391ab6fcc1/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/fc5aa16de2be4b2b93411b5b3583c4d6/image_p020_t337_r005.png,"[0, 0, 1]",A hanging light with a shade at the bottom,a hanging light with a shade at the bottom
67,67,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/2f2d4805ac5eb033e49675db0062ac74/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/b2e4c14ea09658e3d0e9f1d4665fda29/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/7293f886dfe144f3496d07587574cede/image_p020_t337_r005.png,"[0, 0, 1]",A lamp with a thin base and pyramidish shade,a lamp with a thin base and pyramidish shade
68,68,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/19171a11ad8bd9d5411a00390d1cd315/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/376c16f40c95e81429eb9d04ea723179/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/9113ec0bd742c5c5e86e8111763264e/image_p020_t337_r005.png,"[0, 0, 1]",A light with exposed bulbs,a light with exposed bulbs
69,69,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/11913615a1b732d435836c728d324152/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/f29758075925a871d706ecb3379aa341/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/eee7062babab62aa8930422448288ea/image_p020_t337_r005.png,"[0, 0, 1]",The target is the one with flattest top,the target is the one with flattest top
70,70,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/18ed152bad2c123b4b3c42e318f3affc/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/71c9e25ec4fe08cbf7454c09d6230a4d/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/356224e2ce466b551218479e9cbf7bda/image_p020_t337_r005.png,"[0, 0, 1]",This lamp is tall and has 4 square lights at the top.,this lamp is tall and has 4 square lights at the top
71,71,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/21f7bf15d2f6a765bcde6f92ef1f7ee7/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/fdc4b403601fedf955b7716fb9f91d35/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/ef40f27470d99d6fcb8d8c6d4df8143/image_p020_t337_r005.png,"[0, 0, 1]",It is a lamp that hangs straight down from ceiling.,it is a lamp that hangs straight down from ceiling
72,72,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/15211f5ea7c7432686c701087a194026/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/9fde9f07e6217b7490c2e24416edfe5b/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/c43c89d862e10552b24ecc319936dfe2/image_p020_t337_r005.png,"[0, 0, 1]",Lamp shade base with concentric circles,lamp shade base with concentric circles
73,73,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/857122dd5f5cb1b0a34f84d89d87830/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/94f4c42b6db62c9688e7662971dc736f/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/3607a2301201064ce7c8fa552499fc0e/image_p020_t337_r005.png,"[0, 0, 1]",This one looks like a genies' lamp.,this one looks like a genies lamp
74,74,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/bb3f359cbcb046a8d24a4ba64e02f65e/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/dbfa4bf005acf00d351d9ca36f76b95/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/1a3127ade9d7eca4fde8830b9596d8b9/image_p020_t337_r005.png,"[0, 0, 1]",No wire  and curved.,no wire  and curved
75,75,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/1cf44cb081b1a2b2fcb8d8c6d4df8143/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/41fc6d8dcf353f9ae420612cf7bb547c/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/33b77c66e1f849b790c4e2a44fddf755/image_p020_t337_r005.png,"[0, 0, 1]",Skinniest of the three.,skinniest of the three
76,76,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/2a05423b37f2620e1b17743c18fb63dc/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/51634562e4cbb4be27c4ca11e0316b1b/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/1833ac3f2c14e6bafc26f53456c58834/image_p020_t337_r005.png,"[0, 0, 1]",skinniest,skinniest
77,77,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/270ec239221938991735ea0e092a805a/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/a06089b2d68c974c6273cbd9c7cef4c/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/84b093611cca35f86f104b4f395219ec/image_p020_t337_r005.png,"[0, 0, 1]",Item with the least height and round-shaped.,item with the least height and roundshaped
78,78,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/26bb7229b024a8549b0c8289d51d981b/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/6f5b104f7c1cb4bc636c7e486232cac1/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/5b74e8ee70acba2827d25c76a863dd52/image_p020_t337_r005.png,"[0, 0, 1]",It is the tallest lamp.,it is the tallest lamp
79,79,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/397f450de4fc6fd4fcb8d8c6d4df8143/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/ec639d4850ba9aa6fcb8d8c6d4df8143/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/d82a17b1f646e95dfcb8d8c6d4df8143/image_p020_t337_r005.png,"[0, 0, 1]",Dark black shades with grey inside. The black is thicker on these shades.,dark black shades with grey inside the black is thicker on these shades
80,80,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/3a0719c32c45c16f96791035e86a30f4/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/ebdc97f5fa29b1dae6597d391ab6fcc1/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/13daa0657f5c3e32cb0c0d433974e32b/image_p020_t337_r005.png,"[0, 0, 1]",this wall lamp has a square base and a square shade.,this wall lamp has a square base and a square shade
81,81,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/1c6701a695ba1b8228eb8d149efa4062/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/a3c6ef6078045515ea9f23f235ccc6/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/19654d8fe7090a887eaeab1f0c9120b7/image_p020_t337_r005.png,"[0, 0, 1]",shortest desk lamp with two piece arm,shortest desk lamp with two piece arm
82,82,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/36c1653a021a526319620b61f6587b3e/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/d4498a4ba89b9a0d4a73e364671ba824/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/faa4b839db01b86fcb8d8c6d4df8143/image_p020_t337_r005.png,"[0, 0, 1]",The target looks like an upside down umbrella,the target looks like an upside down umbrella
83,83,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/85f8a8c585742c9b96a3517f50eeb9f4/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/c4dc0ac169c91ff29f8c3d2002c77ddb/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/1ac102f4a452771521e935c3c465f9f/image_p020_t337_r005.png,"[0, 0, 1]",Choose the item that looks like a street post in the ground.,choose the item that looks like a street post in the ground
